1
1,118
1,236
1,354
1,472
1,59
1,708
1,826
1,944
2,062
2,18
2,298
2,416
2,534
2,652
2,77
2,888
3,006
3,124
3,242
3,36
3,478
3,596
3,714
3,832
3,95
4,068
4,186
4,304
4,422
4,54
4,658
4,776
4,894
5,012
5,13
5,248
5,366
5,484
5,602
5,72
5,838
5,956
6,074
6,192
6,31
6,428
6,546
6,664
6,782
6,9
7,018
7,136
7,254
7,372
7,49
7,608
7,726
7,844
7,962
8,08
8,198
8,316
8,434
8,552
8,67
8,788
8,906
9,024
9,142
9,26
9,378
9,496
9,614
9,732
9,85
9,968
10,086
10,204
10,322
10,44
10,558
10,676
10,794
10,912
11,03
11,148
11,266
11,384
11,502
11,62
11,738
11,856
11,974
12,092
12,21
12,328
12,446
12,564
12,682
12,8
12,918
13,036
13,154
13,272
13,39
13,508
13,626
13,744
13,862
13,98
14,098
14,216
14,334
14,452
14,57
14,688
14,806
14,924
15,042
15,16
15,278
15,396
15,514
15,632
15,75
15,868
15,986
16,104
16,222
16,34
16,458
16,576
16,694
16,812
16,93
17,048
17,166
17,284
17,402
17,52
17,638
17,756
17,874
17,992
18,11
18,228
18,346
18,464
18,582
18,7
18,818
18,936
19,054
19,172
19,29
19,408
19,526
19,644
19,762
19,88
19,998
20,116
20,234
20,352
20,47
20,588
20,706
20,824
20,942
21,06
21,178
21,296
21,414
21,532
21,65
21,768
21,886
22,004
22,122
22,24
22,358
22,476
22,594
22,712
22,83
22,948
23,066
23,184
23,302
23,42
23,538
23,656
23,774
23,892
24,01
24,128
24,246
24,364
24,482
24,6
