1
1,115
1,23
1,345
1,46
1,575
1,69
1,805
1,92
2,035
2,15
2,265
2,38
2,495
2,61
2,725
2,84
2,955
3,07
3,185
3,3
3,415
3,53
3,645
3,76
3,875
3,99
4,105
4,22
4,335
4,45
4,565
4,68
4,795
4,91
5,025
5,14
5,255
5,37
5,485
5,6
5,715
5,83
5,945
6,06
6,175
6,29
6,405
6,52
6,635
6,75
6,865
6,98
7,095
7,21
7,325
7,44
7,555
7,67
7,785
7,9
8,015
8,13
8,245
8,36
8,475
8,59
8,705
8,82
8,935
9,05
9,165
9,28
9,395
9,51
9,625
9,74
9,855
9,97
10,085
10,2
10,315
10,43
10,545
10,66
10,775
10,89
11,005
11,12
11,235
11,35
11,465
11,58
11,695
11,81
11,925
12,04
12,155
12,27
12,385
12,5
12,615
12,73
12,845
